,sahm,indpro,sp500,tr10,t10yff,unrate,recession
127,-0.1,41.805,111.09,6.210434782608695,1.386086956521739,0.055999999999999994,0
128,0.0,42.1288,110.55,6.5495,1.7245000000000001,0.055,0
129,0.0,42.6703,111.58,6.4795,1.399,0.055999999999999994,0
130,-0.13,43.1755,116.67,6.2805,1.2335,0.053,0
131,-0.13,43.6617,118.05,6.3585,1.0325,0.052000000000000005,0
132,-0.17,43.9783,116.03,6.464545454545455,0.5090909090909091,0.049,0
133,-0.03,44.6103,111.68,6.635555555555555,0.09277777777777778,0.05,0
134,-0.03,44.6294,111.52,6.709090909090909,-0.3318181818181818,0.049,0
135,0.0,44.568,106.97,6.6685,-0.45999999999999996,0.05,0
136,-0.03,44.8608,104.95,6.847272727272727,-0.9709090909090908,0.049,0
137,-0.07,44.9186,104.26,6.9,-1.592857142857143,0.049,0
138,-0.1,45.085,108.22,7.130952380952381,-3.301428571428571,0.048,0
139,-0.07,45.0221,104.25,7.404782608695652,-3.045217391304348,0.048,0
140,0.0,45.3801,108.43,7.090526315789473,-3.622105263157895,0.048,0
141,-0.07,45.7462,108.29,6.7942857142857145,-3.1733333333333333,0.046,0
142,-0.03,45.9548,95.96,6.7284999999999995,-3.38,0.048,0
143,0.03,45.8252,97.55,6.7436842105263155,-3.1373684210526314,0.049,1
144,0.23,45.5207,96.57,6.988636363636363,-2.640909090909091,0.051,1
145,0.4,45.3825,96.22,6.957222222222223,-2.0027777777777778,0.052000000000000005,1
146,0.5,45.3798,93.98,7.2090476190476185,-2.1266666666666665,0.051,1
147,0.43,45.247,90.31,7.512380952380952,-2.98,0.051,1
148,0.43,45.6083,87.28,7.57590909090909,-3.688636363636364,0.051,1
149,0.47,45.5216,86.0,7.535500000000001,-4.32,0.054000000000000006,1
150,0.57,45.6136,79.31,7.805000000000001,-5.074545454545454,0.055,1
151,0.63,45.1303,72.15,8.04409090909091,-3.9295454545454547,0.055,1
152,0.83,45.1377,63.54,8.0375,-3.2674999999999996,0.059000000000000004,1
153,1.07,44.995,73.9,7.8968181818181815,-2.1604545454545456,0.06,1
154,1.43,43.5148,69.97,7.681111111111111,-1.718888888888889,0.066,1
155,1.83,41.9503,68.56,7.433809523809523,-0.9923809523809524,0.07200000000000001,1
156,2.37,41.3689,76.98,7.501363636363636,0.3154545454545455,0.081,1
157,2.77,40.4252,81.59,7.392222222222222,1.205,0.081,1
158,3.27,39.9804,83.36,7.728,2.2855,0.086,1
159,3.5,40.0572,87.3,8.226818181818182,2.7077272727272725,0.08800000000000001,0
160,3.83,39.9402,91.15,8.05952380952381,2.8328571428571427,0.09,0
161,3.77,40.1927,95.19,7.860952380952382,2.3328571428571427,0.08800000000000001,0
162,3.5,40.6115,88.75,8.061363636363636,1.979090909090909,0.086,0
163,3.17,41.0114,86.88,8.397619047619047,2.271904761904762,0.084,0
164,2.87,41.5422,83.87,8.426666666666668,2.201904761904762,0.084,0
165,2.7,41.7224,89.04,8.137727272727274,2.3227272727272728,0.084,0
166,2.27,41.7797,91.24,8.052941176470588,2.8876470588235295,0.083,0
167,1.8,42.3462,90.19,7.996818181818182,2.8004545454545453,0.08199999999999999,0
168,0.93,42.9082,100.86,7.742380952380953,2.9047619047619047,0.079,0
169,0.2,43.3407,99.71,7.792777777777778,3.0366666666666666,0.077,0
170,-0.27,43.4281,102.77,7.734347826086956,2.896086956521739,0.076,0
171,-0.1,43.6518,101.64,7.564285714285714,2.7195238095238095,0.077,0
172,-0.1,43.8315,100.18,7.8950000000000005,2.6239999999999997,0.07400000000000001,0
173,0.0,43.8775,104.28,7.861363636363635,2.381818181818182,0.076,0
174,0.1,44.1248,103.44,7.831904761904762,2.5333333333333337,0.078,0
175,0.3,44.4262,102.91,7.768636363636364,2.4704545454545457,0.078,0
176,0.4,44.5711,105.24,7.594285714285713,2.34,0.076,0
177,0.43,44.56,102.9,7.411,2.3995,0.077,0
178,0.5,45.2454,102.1,7.291052631578947,2.345263157894737,0.078,0
179,0.47,45.731,107.46,6.869090909090909,2.1913636363636364,0.078,0
180,0.27,45.4156,102.03,7.213333333333333,2.567619047619048,0.075,0
181,0.1,46.1358,99.82,7.3910526315789475,2.702105263157895,0.076,0
182,-0.07,46.7158,98.42,7.460000000000001,2.763913043478261,0.07400000000000001,0
183,-0.1,47.1719,98.44,7.3705,2.646,0.07200000000000001,0
184,-0.2,47.541,96.12,7.456666666666667,2.111428571428571,0.07,0
185,-0.07,47.9063,100.48,7.275454545454545,1.8781818181818182,0.07200000000000001,0
186,-0.03,47.9714,98.85,7.330000000000001,1.9226315789473685,0.069,0
187,0.07,48.0157,96.77,7.396521739130435,1.4956521739130435,0.07,0
188,0.0,48.2097,96.53,7.343809523809524,1.189047619047619,0.068,0
189,0.03,48.2839,92.34,7.5235,1.049,0.068,0
190,-0.03,48.3755,94.83,7.577368421052632,1.0905263157894736,0.068,0
191,-0.13,48.4573,95.1,7.685238095238095,1.1104761904761904,0.064,0
192,-0.17,47.7512,89.25,7.956190476190477,1.2166666666666668,0.064,0
193,-0.2,48.0098,87.04,8.033333333333333,1.2272222222222222,0.063,0
194,-0.07,48.9358,89.21,8.03590909090909,1.2327272727272727,0.063,0
195,-0.1,49.9074,96.83,8.154,1.29,0.061,0
196,0.0,50.1513,97.24,8.345714285714285,0.9833333333333333,0.06,0
197,-0.17,50.4751,95.53,8.462272727272728,0.8440909090909091,0.059000000000000004,0
198,0.07,50.4371,100.68,8.64,0.8414999999999999,0.062,0
199,0.0,50.6393,103.29,8.410869565217391,0.3530434782608696,0.059000000000000004,0
200,0.1,50.7631,102.54,8.416500000000001,-0.04700000000000001,0.06,0
201,-0.03,51.1523,93.15,8.642380952380952,-0.34285714285714286,0.057999999999999996,0
202,-0.03,51.5456,94.7,8.805,-0.9695,0.059000000000000004,0
203,0.0,51.806,96.11,9.006499999999999,-0.9925,0.06,0
204,0.0,51.525,99.93,9.099545454545455,-0.9595454545454545,0.059000000000000004,0
205,-0.03,51.778,96.28,9.098333333333333,-0.9833333333333333,0.059000000000000004,0
206,-0.07,51.9382,101.59,9.117272727272727,-0.9609090909090909,0.057999999999999996,0
207,0.0,51.3251,101.76,9.181999999999999,-0.8295,0.057999999999999996,0
208,0.03,51.7782,99.08,9.252380952380953,-0.9733333333333334,0.055999999999999994,0
209,0.0,51.7865,102.91,8.913809523809524,-1.3752380952380951,0.057,0
210,-0.03,51.7029,103.81,8.95,-1.5352380952380953,0.057,0
211,0.07,51.3658,109.32,9.029565217391305,-1.9130434782608696,0.06,0
212,0.13,51.3623,109.32,9.334736842105263,-2.0442105263157893,0.059000000000000004,0
213,0.23,51.7175,101.82,10.299090909090909,-3.514545454545454,0.06,0
214,0.17,51.6341,106.16,10.653157894736841,-2.4857894736842105,0.059000000000000004,0
215,0.13,51.6694,107.94,10.386,-3.383,0.06,0
216,0.23,51.944,114.16,10.802272727272728,-2.916363636363636,0.063,0
217,0.3,51.9633,113.66,12.414736842105263,-1.7521052631578946,0.063,1
218,0.4,51.7454,102.09,12.74904761904762,-4.353809523809524,0.063,1
219,0.67,50.7197,106.29,11.473333333333333,-5.845714285714286,0.069,1
220,1.27,49.4766,111.24,10.181428571428572,-0.7799999999999999,0.075,1
221,1.77,48.8383,114.24,9.778095238095238,0.3628571428571429,0.076,1
222,2.03,48.4907,121.67,10.247727272727273,1.26,0.078,1
223,1.93,48.6456,122.38,11.101904761904763,1.6242857142857143,0.077,0
224,1.83,49.4578,125.46,11.508571428571429,0.6571428571428571,0.075,0
225,1.73,50.0861,127.47,11.751363636363635,-1.0318181818181817,0.075,0
226,1.7,50.9209,140.52,12.68470588235294,-3.2058823529411766,0.075,0
227,1.57,51.257,135.76,12.844090909090909,-6.114090909090908,0.07200000000000001,0
228,1.4,50.9328,129.55,12.568571428571428,-6.291904761904762,0.075,0
229,1.23,50.7237,131.27,13.194444444444445,-2.7472222222222222,0.07400000000000001,0
230,1.1,50.9806,136.0,13.115909090909092,-1.580909090909091,0.07400000000000001,0
231,0.83,50.7661,132.81,13.67952380952381,-2.166190476190476,0.07200000000000001,0
232,0.47,51.0552,132.59,14.0995,-4.3115000000000006,0.075,0
233,0.1,51.3214,131.21,13.472272727272726,-5.543636363636364,0.075,0
234,0.0,51.6555,130.92,14.280909090909091,-4.784545454545455,0.07200000000000001,0
235,-0.13,51.5903,122.79,14.937142857142858,-3.0623809523809524,0.07400000000000001,1
236,0.07,51.3429,116.18,15.323809523809524,-0.6028571428571429,0.076,1
237,0.4,50.9463,121.89,15.14809523809524,0.11904761904761904,0.079,1
238,0.8,50.3546,126.35,13.392777777777777,0.08055555555555555,0.083,1
239,1.07,49.8086,122.55,13.724545454545455,1.2754545454545456,0.085,1
240,1.23,48.7877,120.4,14.594,1.3315,0.086,1
241,1.4,49.7839,113.11,14.425555555555556,-0.31555555555555553,0.08900000000000001,1
242,1.47,49.4477,111.96,13.861304347826087,-0.8452173913043479,0.09,1
243,1.77,48.9913,116.44,13.871904761904762,-1.0533333333333335,0.09300000000000001,1
244,2.0,48.6669,111.88,13.622499999999999,-0.9495000000000001,0.094,1
245,2.17,48.5415,109.61,14.299545454545454,0.15227272727272728,0.096,1
246,2.3,48.3775,107.09,13.946190476190477,1.4571428571428573,0.098,1
247,2.4,47.9382,119.51,13.055,2.938636363636364,0.098,1
248,2.53,47.8139,120.42,12.33904761904762,1.9933333333333334,0.10099999999999999,1
249,2.47,47.3575,133.72,10.9065,1.218,0.10400000000000001,1
250,2.47,47.2078,138.53,10.550526315789474,1.3178947368421052,0.10800000000000001,1
251,2.37,46.8713,140.64,10.54,1.5186363636363636,0.10800000000000001,0
252,2.13,47.7398,145.3,10.457142857142857,1.8838095238095238,0.10400000000000001,0
253,1.87,47.4484,148.06,10.724736842105264,2.168421052631579,0.10400000000000001,0
254,1.57,47.8426,152.96,10.506521739130434,1.6791304347826086,0.10300000000000001,0
255,1.27,48.4483,164.43,10.4,1.616,0.102,0
256,0.97,48.747,162.39,10.379999999999999,1.7190476190476192,0.10099999999999999,0
257,0.7,49.0434,167.64,10.848636363636363,1.8322727272727273,0.10099999999999999,0
258,0.3,49.7739,162.56,11.376999999999999,2.0065,0.094,0
259,-0.07,50.364,164.4,11.846086956521738,2.284782608695652,0.095,0
260,-0.23,51.0937,166.07,11.653809523809523,2.209047619047619,0.092,0
261,-0.23,51.4902,163.55,11.541,2.117,0.08800000000000001,0
262,-0.37,51.721,166.4,11.690000000000001,2.3278947368421057,0.085,0
263,-0.33,51.9769,164.93,11.82952380952381,2.288095238095238,0.083,0
264,-0.27,53.0088,163.41,11.674285714285714,2.091904761904762,0.08,0
265,-0.2,53.2486,157.06,11.842105263157896,2.221578947368421,0.078,0
266,-0.13,53.5028,159.18,12.319090909090908,2.415909090909091,0.078,0
267,-0.07,53.8233,160.05,12.6335,2.2845,0.077,0
268,-0.1,54.1104,150.55,13.408636363636363,2.930454545454545,0.07400000000000001,0
269,-0.23,54.3075,153.18,13.562857142857142,2.48,0.07200000000000001,0
270,-0.1,54.4587,150.66,13.362380952380953,2.0561904761904763,0.075,0
271,0.0,54.5239,166.68,12.716086956521737,1.0634782608695652,0.075,0
272,0.1,54.3696,166.1,12.522631578947369,1.2573684210526317,0.073,0
273,0.07,54.3474,166.09,12.160454545454543,2.1586363636363637,0.07400000000000001,0
274,-0.03,54.529,163.58,11.572631578947368,2.1957894736842105,0.07200000000000001,0
275,-0.07,54.5556,167.24,11.499500000000001,3.1325,0.073,0
276,0.03,54.527,179.63,11.384285714285713,2.993809523809524,0.073,0
277,0.1,54.6871,181.18,11.508888888888889,3.026111111111111,0.07200000000000001,0
278,0.13,54.7673,180.66,11.855238095238096,3.3038095238095235,0.07200000000000001,0
279,0.1,54.6467,179.83,11.434761904761904,3.0947619047619046,0.073,0
280,0.1,54.7396,189.55,10.84681818181818,2.855909090909091,0.07200000000000001,0
281,0.1,54.711,191.85,10.156,2.643,0.07400000000000001,0
282,0.1,54.4365,190.92,10.306818181818182,2.4095454545454547,0.07400000000000001,0
283,0.0,54.6121,188.63,10.331818181818182,2.416818181818182,0.071,0
284,-0.07,54.8147,182.08,10.373157894736842,2.406315789473684,0.071,0
285,-0.07,54.6228,189.82,10.236818181818181,2.2113636363636364,0.071,0
286,0.0,54.8123,202.17,9.781578947368422,1.7357894736842103,0.07,0
287,-0.07,55.3553,211.28,9.25904761904762,0.8247619047619048,0.07,0
288,-0.13,55.6453,211.78,9.193809523809524,1.2114285714285715,0.067,0
289,0.1,55.2634,226.92,8.704210526315789,0.8310526315789474,0.07200000000000001,0
290,0.2,54.8728,238.9,7.778499999999999,0.2425,0.07200000000000001,0
291,0.33,54.935,235.52,7.29909090909091,0.2545454545454545,0.071,0
292,0.33,55.0399,247.35,7.70952380952381,0.8357142857142857,0.07200000000000001,0
293,0.3,54.826,250.84,7.7995238095238095,0.848095238095238,0.07200000000000001,0
294,0.23,55.167,236.12,7.303181818181818,0.7413636363636363,0.07,0
295,0.07,55.0726,252.93,7.1657142857142855,0.9938095238095238,0.069,0
296,0.03,55.2237,231.32,7.447619047619048,1.5276190476190474,0.07,0
297,0.07,55.4589,243.98,7.426363636363636,1.5645454545454547,0.07,0
298,0.13,55.6763,249.22,7.250555555555555,1.156111111111111,0.069,0
299,-0.07,56.2078,242.17,7.112727272727272,-0.10954545454545452,0.066,0
300,-0.07,55.9911,274.08,7.0845,0.8915000000000001,0.066,0
301,-0.07,56.7373,284.2,7.2505263157894735,1.1321052631578947,0.066,0
302,-0.03,56.8136,291.7,7.248636363636364,1.095,0.066,0
303,-0.13,57.185,288.36,8.022857142857143,1.568095238095238,0.063,0
304,-0.13,57.5424,290.1,8.613,1.7850000000000001,0.063,0
305,-0.17,57.8502,304.0,8.402272727272727,1.6763636363636365,0.062,0
306,-0.1,58.2421,318.66,8.44681818181818,1.8631818181818183,0.061,0
307,-0.1,58.6784,329.8,8.76047619047619,2.0157142857142856,0.06,0
308,-0.07,58.9088,321.83,9.421904761904763,2.1342857142857143,0.059000000000000004,0
309,0.0,59.7008,251.79,9.520000000000001,2.250952380952381,0.06,0
310,-0.03,59.9956,230.3,8.860526315789473,2.1857894736842107,0.057999999999999996,0
311,-0.03,60.3246,247.08,8.987727272727271,2.215,0.057,0
312,-0.07,60.309,257.07,8.66578947368421,1.8136842105263158,0.057,0
313,-0.07,60.6122,267.82,8.212,1.6355,0.057,0
314,-0.07,60.7452,258.89,8.373478260869565,1.7852173913043479,0.057,0
315,-0.13,61.108,261.33,8.7185,1.8170000000000002,0.054000000000000006,0
316,-0.03,60.9843,262.16,9.08904761904762,2.0366666666666666,0.055999999999999994,0
317,-0.1,61.1615,273.5,8.921363636363637,1.389090909090909,0.054000000000000006,0
318,0.0,61.171,272.02,9.056000000000001,1.3105,0.054000000000000006,0
319,0.0,61.4771,261.52,9.260434782608696,1.2595652173913043,0.055999999999999994,0
320,0.03,61.2785,271.91,8.977142857142857,0.7795238095238096,0.054000000000000006,0
321,0.0,61.5488,278.97,8.7955,0.504,0.054000000000000006,0
322,-0.07,61.7049,273.7,8.9625,0.6014999999999999,0.053,0
323,-0.03,61.9851,277.72,9.105714285714285,0.3338095238095238,0.053,0
324,0.03,62.1677,297.47,9.0915,-0.05950000000000001,0.054000000000000006,0
325,-0.07,61.8916,288.86,9.168947368421053,-0.2026315789473684,0.052000000000000005,0
326,-0.1,62.0508,294.87,9.357727272727272,-0.5063636363636363,0.05,0
327,-0.03,62.0289,309.64,9.1755,-0.6635,0.052000000000000005,0
328,0.03,61.6871,320.52,8.85909090909091,-0.975,0.052000000000000005,0
329,0.13,61.6857,317.98,8.277272727272727,-1.249090909090909,0.053,0
330,0.1,61.0896,346.08,8.0185,-1.2,0.052000000000000005,0
331,0.1,61.6847,351.45,8.112608695652174,-0.8908695652173912,0.052000000000000005,0
332,0.1,61.4794,349.15,8.1905,-0.8404999999999999,0.053,0
333,0.13,61.4014,340.36,8.007619047619048,-0.8276190476190476,0.053,0
334,0.2,61.6081,345.99,7.8742857142857146,-0.7104761904761905,0.054000000000000006,0
335,0.13,61.9588,353.4,7.836,-0.687,0.054000000000000006,0
336,0.13,61.6352,329.08,8.206666666666667,-0.05,0.054000000000000006,0
337,0.13,62.1951,331.89,8.473157894736843,0.2263157894736842,0.053,0
338,0.1,62.4916,339.94,8.588636363636363,0.3059090909090909,0.052000000000000005,0
339,0.13,62.3511,330.8,8.7855,0.513,0.054000000000000006,0
340,0.13,62.5353,361.23,8.758181818181818,0.6072727272727273,0.054000000000000006,0
341,0.03,62.7479,358.02,8.48,0.18476190476190477,0.052000000000000005,0
342,0.07,62.6435,356.15,8.471428571428572,0.3242857142857143,0.055,0
343,0.17,62.8704,322.56,8.752608695652174,0.6021739130434782,0.057,1
344,0.33,62.8839,306.05,8.893157894736841,0.6273684210526316,0.059000000000000004,1
345,0.4,62.4973,304.0,8.719545454545456,0.5831818181818181,0.059000000000000004,1
346,0.5,61.7175,322.22,8.392,0.5640000000000001,0.062,1
347,0.6,61.2885,330.22,8.075,0.7375,0.063,1
348,0.77,61.0842,343.93,8.091904761904763,0.9838095238095238,0.064,1
349,0.97,60.6387,367.07,7.854736842105264,1.5742105263157895,0.066,1
350,1.2,60.2973,375.22,8.11,1.9170000000000003,0.068,1
351,1.3,60.4524,375.34,8.039090909090909,2.0731818181818182,0.067,0
352,1.43,61.0587,389.83,8.067727272727273,2.256818181818182,0.069,0
353,1.5,61.5514,371.16,8.284,2.4175,0.069,0
354,1.53,61.7201,387.81,8.272727272727273,2.43,0.068,0
355,1.4,61.7289,395.43,7.9,2.21,0.069,0
356,1.17,62.2369,387.86,7.65,2.1615,0.069,0
357,1.1,62.1718,392.45,7.527272727272727,2.2877272727272726,0.07,0
358,1.0,62.0894,375.22,7.417368421052632,2.6042105263157898,0.07,0
359,1.0,61.806,417.09,7.088571428571429,2.610952380952381,0.073,0
360,0.93,61.4823,408.78,7.032380952380953,2.9214285714285717,0.073,0
