,sahm,indpro,sp500,tr10,t10yff,unrate,recession
361,0.9,61.9192,412.7,7.337894736842105,3.276842105263158,0.07400000000000001,0
362,0.77,62.4403,403.69,7.542272727272728,3.530909090909091,0.07400000000000001,0
363,0.67,62.9199,414.95,7.480476190476191,3.6366666666666667,0.07400000000000001,0
364,0.63,63.1268,415.35,7.392,3.5490000000000004,0.076,0
365,0.73,63.1624,408.14,7.261818181818182,3.4572727272727275,0.078,0
366,0.87,63.7348,424.21,6.844545454545455,3.501818181818182,0.077,0
367,0.9,63.3802,414.03,6.585714285714286,3.2590476190476187,0.076,0
368,0.8,63.5834,417.8,6.415238095238095,3.125238095238095,0.076,0
369,0.67,64.0178,418.68,6.589047619047619,3.4442857142857144,0.073,0
370,0.5,64.2628,431.35,6.873157894736842,3.7900000000000005,0.07400000000000001,0
371,0.37,64.3599,435.71,6.77,3.803636363636364,0.07400000000000001,0
372,0.2,64.6135,438.78,6.6000000000000005,3.4805263157894735,0.073,0
373,-0.03,64.9262,443.38,6.258947368421053,3.201578947368421,0.071,0
374,-0.1,64.8627,451.67,5.975217391304348,2.863913043478261,0.07,0
375,-0.03,65.0423,440.19,5.9695238095238095,2.987142857142857,0.071,0
376,-0.03,64.8006,450.19,6.0355,3.0185,0.071,0
377,0.0,64.9476,450.53,5.962727272727273,2.890909090909091,0.07,0
378,-0.07,65.1142,448.13,5.805238095238095,2.7133333333333334,0.069,0
379,-0.07,65.0421,463.56,5.677727272727273,2.6263636363636365,0.068,0
380,-0.1,65.3749,458.93,5.36,2.2204761904761905,0.067,0
381,0.0,65.863,467.83,5.334,2.3400000000000003,0.068,0
382,-0.1,66.1696,461.79,5.724,2.695,0.066,0
383,-0.1,66.5531,466.45,5.774090909090909,2.815,0.065,0
384,0.0,66.7591,481.61,5.750500000000001,2.6345,0.066,0
385,0.0,66.8019,467.14,5.9731578947368416,2.7042105263157894,0.066,0
386,0.03,67.4704,445.77,6.482608695652174,3.1317391304347826,0.065,0
387,-0.07,67.8707,450.91,6.972105263157895,3.4084210526315792,0.064,0
388,-0.17,68.187,456.5,7.183333333333333,3.165238095238095,0.061,0
389,-0.17,68.645,444.27,7.101363636363636,2.828181818181818,0.061,0
390,-0.1,68.7317,458.26,7.298,2.983,0.061,0
391,0.03,69.1882,475.49,7.236086956521739,2.757391304347826,0.06,0
392,0.0,69.3935,462.71,7.457142857142857,2.709047619047619,0.059000000000000004,0
393,-0.1,69.9576,472.35,7.744,3.0105,0.057999999999999996,0
394,-0.17,70.4288,453.69,7.955,2.6734999999999998,0.055999999999999994,0
395,-0.13,71.1273,459.27,7.813809523809524,2.3042857142857143,0.055,0
396,0.0,71.2635,470.42,7.7795000000000005,2.1825,0.055999999999999994,0
397,-0.07,71.1758,487.39,7.469473684210525,1.5568421052631578,0.054000000000000006,0
398,0.03,71.2796,500.71,7.204782608695653,1.22,0.054000000000000006,0
399,0.07,71.1538,514.71,7.062631578947368,1.0263157894736843,0.057999999999999996,0
400,0.17,71.4997,533.4,6.632727272727274,0.6077272727272728,0.055999999999999994,0
401,0.2,71.7327,544.75,6.168181818181818,0.16636363636363638,0.055999999999999994,0
402,0.17,71.4334,562.06,6.2780000000000005,0.409,0.057,0
403,0.13,72.3723,561.88,6.488260869565217,0.7391304347826086,0.057,0
404,0.13,72.6543,584.41,6.1975,0.3715,0.055999999999999994,0
405,0.07,72.5336,581.5,6.044761904761905,0.27666666666666667,0.055,0
406,0.07,72.717,605.37,5.93047619047619,0.1323809523809524,0.055999999999999994,0
407,0.07,72.9638,615.93,5.7115,0.024500000000000004,0.055999999999999994,0
408,0.17,72.5712,636.02,5.652380952380953,0.007619047619047618,0.055999999999999994,0
409,0.13,73.6207,640.43,5.8055,0.5535,0.055,0
410,0.1,73.5141,645.5,6.268571428571428,0.9771428571428571,0.055,0
411,-0.03,74.2491,654.17,6.511363636363637,1.2445454545454544,0.055999999999999994,0
412,0.03,74.8142,669.12,6.736818181818182,1.469090909090909,0.055999999999999994,0
413,-0.07,75.3726,670.63,6.912000000000001,1.6030000000000002,0.053,0
414,0.0,75.3738,639.95,6.865454545454545,1.4095454545454547,0.055,0
415,-0.17,75.7557,651.99,6.635454545454545,1.4077272727272727,0.051,0
416,-0.03,76.2302,687.33,6.832000000000001,1.5045,0.052000000000000005,0
417,-0.07,76.2157,705.27,6.533636363636364,1.259090909090909,0.052000000000000005,0
418,0.1,76.8973,757.02,6.203684210526316,0.8857894736842105,0.054000000000000006,0
419,0.07,77.3772,740.74,6.302380952380952,0.9342857142857144,0.054000000000000006,0
420,0.13,77.5135,786.16,6.579047619047619,1.3280952380952382,0.053,0
421,0.13,78.4255,790.82,6.419473684210526,1.2252631578947368,0.052000000000000005,0
422,0.1,78.9197,757.12,6.6945,1.288,0.052000000000000005,0
423,-0.07,78.9848,801.34,6.885454545454545,1.339090909090909,0.051,0
424,-0.17,79.4296,848.28,6.7109523809523814,1.1761904761904762,0.049,0
425,-0.07,79.7971,885.14,6.493809523809524,0.9076190476190475,0.05,0
426,-0.03,80.4666,954.31,6.220454545454545,0.6586363636363637,0.049,0
427,0.03,81.2825,899.47,6.298571428571429,0.7447619047619047,0.048,0
428,0.0,82.0327,947.28,6.208571428571428,0.6209523809523809,0.049,0
429,-0.03,82.7656,914.62,6.029545454545455,0.5045454545454545,0.047,0
430,-0.1,83.427,955.4,5.875,0.3272222222222222,0.046,0
431,-0.07,83.784,970.43,5.808636363636364,0.24545454545454548,0.047,0
432,-0.03,84.1564,980.28,5.5445,0.0325,0.046,0
433,0.0,84.3066,1049.34,5.574736842105263,0.046315789473684206,0.046,0
434,0.0,84.342,1101.75,5.647272727272727,0.12772727272727272,0.047,0
435,-0.13,84.6339,1111.75,5.637619047619047,0.18000000000000002,0.043,0
436,-0.1,85.1867,1090.82,5.6525,0.18,0.044000000000000004,0
437,-0.07,84.6809,1133.84,5.496363636363636,-0.10727272727272728,0.045,0
438,0.07,84.3445,1120.67,5.461363636363637,-0.11227272727272729,0.045,0
439,0.13,86.0816,957.28,5.341904761904762,-0.21761904761904763,0.045,0
440,0.17,86.0023,1017.01,4.806666666666667,-0.7371428571428572,0.046,0
441,0.2,86.591,1098.67,4.529999999999999,-0.5571428571428572,0.045,0
442,0.17,86.5115,1163.63,4.827368421052632,-0.008947368421052633,0.044000000000000004,0
443,0.0,86.8615,1229.23,4.645,-0.07681818181818181,0.044000000000000004,0
444,-0.07,87.2205,1279.64,4.722105263157895,0.03473684210526316,0.043,0
445,0.0,87.726,1238.33,4.998947368421053,0.2236842105263158,0.044000000000000004,0
446,-0.03,87.9125,1286.37,5.232608695652174,0.40869565217391307,0.042,0
447,0.0,88.1082,1335.18,5.184545454545455,0.4231818181818182,0.043,0
448,-0.07,88.6483,1301.84,5.539499999999999,0.7985,0.042,0
449,0.03,88.5903,1372.71,5.899545454545454,1.1322727272727273,0.043,0
450,0.03,89.1098,1328.72,5.791904761904762,0.7685714285714286,0.043,0
451,0.03,89.5007,1320.41,5.9390909090909085,0.8522727272727273,0.042,0
452,0.0,89.1304,1282.71,5.915238095238095,0.6561904761904762,0.042,0
453,-0.07,90.2709,1362.93,6.112,0.909,0.040999999999999995,0
454,-0.03,90.7528,1389.07,6.034,0.6145,0.040999999999999995,0
455,-0.03,91.4784,1469.25,6.275454545454545,0.9659090909090909,0.04,0
456,-0.03,91.4092,1394.46,6.661,1.1039999999999999,0.04,0
457,0.0,91.7245,1366.42,6.519499999999999,0.773,0.040999999999999995,0
458,0.0,92.083,1498.58,6.256521739130435,0.3852173913043478,0.04,0
459,-0.03,92.6659,1452.43,5.990526315789474,-0.02263157894736842,0.038,0
460,0.0,92.9347,1420.6,6.440454545454545,0.16818181818181818,0.04,0
461,-0.03,93.0018,1454.6,6.097272727272728,-0.4522727272727272,0.04,0
462,0.03,92.8373,1430.83,6.054,-0.46449999999999997,0.04,0
463,0.03,92.591,1517.68,5.826086956521739,-0.6765217391304348,0.040999999999999995,0
464,0.0,92.9827,1436.51,5.799,-0.7155,0.039,0
465,-0.03,92.64,1429.4,5.738571428571428,-0.7833333333333333,0.039,0
466,-0.03,92.6604,1314.95,5.717142857142857,-0.8061904761904761,0.039,0
467,0.03,92.3457,1320.28,5.2405,-1.2109999999999999,0.039,0
468,0.13,91.8908,1366.01,5.160952380952381,-0.861904761904762,0.042,0
469,0.2,91.2851,1239.94,5.098947368421053,-0.4094736842105263,0.042,0
470,0.3,91.0585,1160.33,4.885454545454546,-0.4231818181818182,0.043,0
471,0.4,90.7384,1249.46,5.141,0.337,0.044000000000000004,1
472,0.47,90.2607,1255.82,5.391363636363637,1.1595454545454544,0.043,1
473,0.53,89.7811,1224.38,5.284285714285714,1.332857142857143,0.045,1
474,0.53,89.2352,1211.23,5.236190476190477,1.4552380952380952,0.046,1
475,0.7,89.157,1133.58,4.971304347826087,1.3143478260869565,0.049,1
476,0.83,88.6749,1040.94,4.731764705882353,1.8394117647058823,0.05,1
477,1.13,88.4051,1059.78,4.566818181818181,2.065,0.053,1
478,1.4,87.886,1139.45,4.6515,2.5435,0.055,1
479,1.63,87.8518,1148.08,5.0875,3.272,0.057,0
480,1.6,88.4634,1130.2,5.035714285714286,3.284761904761905,0.057,0
481,1.5,88.4578,1106.73,4.911578947368421,3.165263157894737,0.057,0
482,1.37,89.1265,1147.39,5.284000000000001,3.5585,0.057,0
483,1.4,89.5507,1076.92,5.210909090909091,3.4522727272727276,0.059000000000000004,0
484,1.43,89.9348,1067.14,5.164545454545455,3.4054545454545457,0.057999999999999996,0
485,1.4,90.6736,989.82,4.9265,3.175,0.057999999999999996,0
486,1.33,90.6436,911.62,4.653181818181818,2.916363636363636,0.057999999999999996,0
487,1.13,90.5505,916.07,4.257272727272727,2.5031818181818184,0.057,0
488,0.9,90.6373,815.28,3.87,2.116,0.057,0
489,0.57,90.3988,885.76,3.940909090909091,2.1813636363636366,0.057,0
490,0.43,90.8947,936.31,4.048421052631579,2.7136842105263157,0.059000000000000004,0
491,0.3,90.3906,879.82,4.032380952380952,2.786190476190476,0.06,0
492,0.23,91.1369,855.7,4.048571428571428,2.7928571428571427,0.057999999999999996,0
493,0.2,91.2505,841.15,3.9026315789473687,2.6426315789473684,0.059000000000000004,0
494,0.13,91.0006,848.18,3.8071428571428574,2.5566666666666666,0.059000000000000004,0
495,0.13,90.4311,916.92,3.958571428571428,2.694761904761905,0.06,0
496,0.2,90.4,963.59,3.5690476190476192,2.3004761904761906,0.061,0
497,0.4,90.5196,974.5,3.334285714285714,2.104761904761905,0.063,0
498,0.47,90.9869,990.31,3.975454545454546,2.9540909090909087,0.062,0
499,0.47,90.7933,1008.01,4.4452380952380945,3.435714285714286,0.061,0
500,0.37,91.3819,995.97,4.274285714285715,3.2604761904761905,0.061,0
501,0.3,91.5049,1050.71,4.290454545454545,3.274545454545455,0.06,0
502,0.23,92.1265,1058.2,4.300000000000001,3.3044444444444445,0.057999999999999996,0
503,0.03,92.1732,1111.92,4.267727272727273,3.2813636363636363,0.057,0
504,-0.1,92.3268,1131.13,4.1505,3.1505,0.057,0
505,-0.1,92.8995,1144.94,4.084210526315789,3.078421052631579,0.055999999999999994,0
506,0.0,92.5368,1126.21,3.826521739130435,2.822608695652174,0.057999999999999996,0
507,0.0,92.8957,1107.3,4.347619047619047,3.3414285714285716,0.055999999999999994,0
508,0.0,93.5845,1120.68,4.7155000000000005,3.7145,0.055999999999999994,0
509,-0.03,92.8651,1140.84,4.733809523809524,3.7009523809523808,0.055999999999999994,0
510,-0.03,93.5502,1101.72,4.498095238095239,3.2280952380952384,0.055,0
511,-0.07,93.6301,1104.24,4.281363636363636,2.855,0.054000000000000006,0
512,-0.07,93.7353,1114.58,4.1257142857142854,2.5033333333333334,0.054000000000000006,0
513,0.0,94.5695,1130.2,4.0969999999999995,2.34,0.055,0
514,0.0,94.8015,1173.82,4.194,2.271,0.054000000000000006,0
515,0.0,95.5415,1211.92,4.2309090909090905,2.0749999999999997,0.054000000000000006,0
516,-0.1,95.8785,1181.27,4.221500000000001,1.927,0.053,0
517,0.0,96.5709,1203.6,4.165263157894737,1.6694736842105262,0.054000000000000006,0
518,-0.07,96.4345,1180.59,4.497727272727273,1.8759090909090907,0.052000000000000005,0
519,0.0,96.6347,1156.85,4.3409523809523805,1.5647619047619048,0.052000000000000005,0
520,-0.1,96.7251,1191.5,4.144285714285714,1.1404761904761904,0.051,0
521,-0.07,97.1483,1191.33,3.998181818181818,0.9550000000000001,0.05,0
522,-0.07,96.8397,1234.18,4.1775,0.9345000000000001,0.05,0
523,-0.07,97.1584,1220.33,4.262608695652174,0.7734782608695652,0.049,0
524,0.03,95.2764,1228.81,4.199047619047619,0.5571428571428572,0.05,0
525,0.03,96.4411,1207.01,4.4635,0.701,0.05,0
526,0.07,97.5016,1249.48,4.535,0.537,0.05,0
527,-0.03,97.9723,1248.29,4.467142857142857,0.3085714285714286,0.049,0
528,-0.07,98.127,1280.08,4.416,0.11599999999999999,0.047,0
529,-0.07,98.1687,1280.66,4.568947368421052,0.07842105263157895,0.048,0
530,-0.07,98.3913,1294.87,4.7239130434782615,0.13043478260869565,0.047,0
531,0.0,98.6826,1310.61,4.990526315789474,0.22263157894736843,0.047,0
532,-0.07,98.7074,1270.09,5.11,0.1781818181818182,0.046,0
533,-0.03,99.0398,1270.2,5.106363636363636,0.10863636363636364,0.046,0
534,0.03,98.9751,1276.66,5.0875,-0.1625,0.047,0
535,0.07,99.4047,1303.82,4.8765217391304345,-0.3695652173913043,0.047,0
536,0.07,99.2246,1335.85,4.718999999999999,-0.5335,0.045,0
537,-0.07,99.1229,1377.94,4.729047619047619,-0.5195238095238095,0.044000000000000004,0
538,-0.07,99.0963,1400.63,4.595238095238095,-0.6557142857142857,0.045,0
539,-0.03,100.1125,1418.3,4.5645,-0.6725,0.044000000000000004,0
540,0.07,99.7546,1438.24,4.7595238095238095,-0.4990476190476191,0.046,0
541,0.07,100.7166,1406.82,4.722631578947369,-0.5442105263157895,0.045,0
542,0.03,100.8952,1420.86,4.5645454545454545,-0.6963636363636364,0.044000000000000004,0
543,0.0,101.5723,1482.37,4.6938095238095245,-0.5495238095238095,0.045,0
544,0.0,101.6269,1530.62,4.746363636363636,-0.5031818181818182,0.044000000000000004,0
545,0.03,101.6547,1503.35,5.102857142857142,-0.15095238095238095,0.046,0
546,0.07,101.4953,1455.27,5.0042857142857144,-0.25857142857142856,0.047,0
547,0.1,101.6943,1473.99,4.674782608695652,-0.3604347826086957,0.046,0
548,0.17,101.9428,1526.75,4.521578947368421,-0.4447368421052631,0.047,0
549,0.2,101.6446,1549.38,4.527727272727272,-0.22090909090909092,0.047,0
550,0.23,102.2167,1481.14,4.1485,-0.348,0.047,0
551,0.4,102.2764,1468.36,4.0975,-0.12149999999999998,0.05,0
552,0.4,102.1493,1378.55,3.744285714285714,-0.18714285714285714,0.05,1
553,0.43,101.7756,1330.63,3.7375,0.775,0.049,1
554,0.47,101.4508,1322.7,3.5100000000000002,0.881,0.051,1
555,0.5,100.7554,1385.59,3.675,1.4072727272727272,0.05,1
556,0.73,100.1336,1400.38,3.8800000000000003,1.8866666666666665,0.054000000000000006,1
557,0.8,99.8728,1280.0,4.099523809523809,2.098095238095238,0.055999999999999994,1
558,0.97,99.4194,1267.38,4.007727272727273,1.9886363636363635,0.057999999999999996,1
559,1.1,97.8491,1282.83,3.8857142857142852,1.8995238095238096,0.061,1
560,1.27,93.5576,1166.36,3.6861904761904762,1.821904761904762,0.061,1
561,1.5,94.4985,968.75,3.814090909090909,2.796818181818182,0.065,1
562,1.7,93.2617,896.24,3.526666666666667,3.1394444444444445,0.068,1
563,2.07,90.6266,903.25,2.4163636363636365,2.2454545454545456,0.073,1
564,2.37,88.3712,825.88,2.5175,2.3605,0.078,1
565,2.77,87.843,735.09,2.87,2.646315789473684,0.083,1
566,3.13,86.4689,797.87,2.819545454545455,2.6368181818181817,0.087,1
567,3.53,85.7903,872.81,2.927142857142857,2.7738095238095237,0.09,1
568,3.73,84.9436,919.14,3.293,3.1185,0.094,1
569,3.9,84.6746,919.32,3.7218181818181817,3.514090909090909,0.095,1
570,3.8,85.6853,987.48,3.5622727272727275,3.4054545454545457,0.095,0
571,3.67,86.6393,1020.62,3.587142857142857,3.4266666666666663,0.096,0
572,3.57,87.3821,1057.08,3.401904761904762,3.255714285714286,0.098,0
573,3.57,87.5809,1036.19,3.3876190476190478,3.27,0.1,0
574,3.47,87.9388,1095.63,3.4026315789473687,3.282631578947368,0.099,0
575,3.07,88.2404,1115.1,3.5900000000000003,3.4713636363636367,0.099,0
576,2.57,89.1897,1073.87,3.7331578947368427,3.616315789473684,0.098,0
577,2.03,89.5046,1104.49,3.691052631578947,3.564736842105263,0.098,0
578,1.53,90.1356,1169.43,3.7273913043478264,3.5656521739130436,0.099,0
579,1.2,90.4607,1186.69,3.8468181818181817,3.649090909090909,0.099,0
580,0.8,91.7014,1089.41,3.4200000000000004,3.2175,0.096,0
581,0.43,91.9033,1030.71,3.2040909090909087,3.027727272727273,0.094,0
582,0.13,92.2549,1101.6,3.0114285714285716,2.8295238095238098,0.094,0
583,0.0,92.5936,1049.33,2.6986363636363637,2.5090909090909093,0.095,0
584,0.03,92.8533,1141.2,2.6476190476190475,2.453809523809524,0.095,0
585,0.07,92.6033,1183.26,2.54,2.3495,0.094,0
586,0.13,92.6686,1180.55,2.763,2.568,0.098,0
587,0.1,93.5916,1257.64,3.290909090909091,3.107727272727273,0.09300000000000001,0
588,-0.13,93.3889,1286.12,3.3939999999999997,3.221,0.091,0
589,-0.3,93.0045,1327.22,3.5763157894736843,3.418421052631579,0.09,0
590,-0.2,93.9684,1325.83,3.4143478260869564,3.276086956521739,0.09,0
591,0.0,93.6571,1363.61,3.4549999999999996,3.3594999999999997,0.091,0
592,0.07,93.7723,1345.2,3.168571428571429,3.0752380952380953,0.09,0
593,0.2,94.0493,1320.64,3.002272727272727,2.911363636363636,0.091,0
594,0.23,94.4958,1292.28,3.003,2.935,0.09,0
595,0.23,95.0974,1218.89,2.3030434782608693,2.205217391304348,0.09,0
596,0.2,95.0244,1131.42,1.975238095238095,1.8914285714285715,0.09,0
597,0.17,95.6891,1253.3,2.152,2.08,0.08800000000000001,0
598,0.0,95.6778,1246.96,2.0134999999999996,1.9315000000000002,0.086,0
599,-0.17,96.1809,1257.6,1.9780952380952381,1.9066666666666667,0.085,0
600,-0.2,96.7595,1312.41,1.9665,1.8820000000000001,0.083,0
601,-0.13,97.0662,1365.68,1.9675,1.8625,0.083,0
602,-0.1,96.5609,1408.47,2.1727272727272724,2.0454545454545454,0.08199999999999999,0
603,-0.07,97.251,1397.91,2.052857142857143,1.9076190476190478,0.08199999999999999,0
604,-0.03,97.4595,1310.33,1.8031818181818182,1.646818181818182,0.08199999999999999,0
605,0.0,97.4768,1362.16,1.6223809523809525,1.4604761904761905,0.08199999999999999,0
606,0.07,97.6714,1379.32,1.5266666666666668,1.368095238095238,0.08199999999999999,0
607,0.03,97.2734,1406.58,1.6782608695652175,1.5460869565217392,0.081,0
608,-0.1,97.2217,1440.67,1.7231578947368422,1.5736842105263158,0.078,0
609,-0.13,97.5311,1412.16,1.7461904761904763,1.5876190476190477,0.078,0
610,-0.13,97.9084,1416.18,1.654,1.4929999999999999,0.077,0
611,0.0,98.1884,1426.19,1.719,1.556,0.079,0
612,0.0,98.1736,1498.11,1.9147619047619049,1.7704761904761905,0.08,0
613,-0.03,98.6434,1514.68,1.9842105263157896,1.8421052631578947,0.077,0
614,-0.07,99.047,1569.19,1.9575,1.8085,0.075,0
615,-0.13,98.9445,1597.57,1.7590909090909093,1.614090909090909,0.076,0
616,-0.03,99.0383,1630.74,1.9281818181818182,1.8195454545454546,0.075,0
617,0.0,99.2221,1606.28,2.3,2.2045,0.075,0
618,-0.03,98.8987,1685.73,2.5822727272727275,2.49,0.073,0
619,-0.1,99.4897,1632.97,2.7372727272727273,2.6545454545454543,0.07200000000000001,0
620,-0.13,100.021,1681.55,2.8095,2.7285,0.07200000000000001,0
621,-0.03,99.9037,1756.54,2.6159090909090907,2.5304545454545457,0.07200000000000001,0
622,-0.1,100.1582,1805.81,2.718421052631579,2.6336842105263156,0.069,0
623,-0.17,100.374,1848.36,2.901904761904762,2.815714285714286,0.067,0
624,-0.2,99.9899,1782.59,2.858095238095238,2.7866666666666666,0.066,0
625,-0.1,100.7471,1859.45,2.709473684210526,2.642105263157895,0.067,0
626,0.0,101.7435,1872.34,2.723333333333333,2.644285714285714,0.067,0
627,-0.1,101.8273,1883.95,2.705238095238095,2.6152380952380954,0.062,0
628,-0.13,102.2392,1923.57,2.559047619047619,2.4719047619047623,0.063,0
629,-0.2,102.5774,1960.23,2.5985714285714288,2.502857142857143,0.061,0
630,-0.03,102.7954,1930.67,2.5422727272727275,2.450909090909091,0.062,0
631,-0.07,102.6322,2003.37,2.42,2.3309523809523807,0.061,0
632,-0.07,102.9417,1972.29,2.5342857142857143,2.4457142857142857,0.059000000000000004,0
633,-0.13,102.9611,2018.05,2.304090909090909,2.2154545454545453,0.057,0
634,-0.1,103.5978,2067.56,2.3255555555555554,2.2305555555555556,0.057999999999999996,0
635,-0.1,103.6151,2058.9,2.2072727272727275,2.085909090909091,0.055999999999999994,0
636,0.0,102.7923,1994.99,1.8815000000000002,1.765,0.057,0
637,-0.1,102.1366,2104.5,1.9752631578947368,1.861578947368421,0.055,0
638,-0.03,101.7869,2067.89,2.0427272727272725,1.929090909090909,0.054000000000000006,0
639,-0.1,101.2255,2085.51,1.935,1.8104545454545453,0.054000000000000006,0
640,0.0,100.7675,2107.39,2.1975000000000002,2.073,0.055999999999999994,0
641,-0.07,100.4588,2063.11,2.3636363636363638,2.235,0.053,0
642,-0.03,101.0893,2103.84,2.3245454545454547,2.1940909090909093,0.052000000000000005,0
643,-0.13,100.9165,1972.18,2.1671428571428573,2.0252380952380955,0.051,0
644,-0.07,100.633,1920.03,2.172857142857143,2.0376190476190477,0.05,0
645,-0.1,100.1563,2079.36,2.07,1.9457142857142857,0.05,0
646,-0.03,99.4366,2080.41,2.263157894736842,2.14421052631579,0.051,0
647,-0.03,98.9471,2043.94,2.2427272727272727,2.010909090909091,0.05,0
648,-0.03,99.4391,1940.24,2.0852631578947367,1.7226315789473683,0.048,0
649,-0.03,98.9232,1932.23,1.7795,1.4055,0.049,0
650,0.0,98.1635,2059.74,1.8890909090909092,1.528181818181818,0.05,0
651,0.03,98.4775,2065.3,1.805238095238095,1.4385714285714286,0.051,0
652,-0.03,98.2549,2096.95,1.8061904761904761,1.44,0.048,0
653,-0.03,98.7315,2098.86,1.6440909090909093,1.2672727272727273,0.049,0
654,-0.03,98.8452,2173.6,1.504,1.1084999999999998,0.048,0
655,0.07,98.7427,2170.95,1.556521739130435,1.1608695652173913,0.049,0
656,0.1,98.6552,2168.27,1.6304761904761906,1.2357142857142858,0.05,0
657,0.1,98.7237,2126.15,1.7645,1.362,0.049,0
658,0.0,98.3443,2198.81,2.1420000000000003,1.737,0.047,0
659,-0.07,99.0406,2238.83,2.491904761904762,1.956190476190476,0.047,0
660,0.0,98.8158,2278.87,2.4325,1.7774999999999999,0.047,0
661,0.03,98.4356,2363.64,2.4189473684210525,1.7636842105263157,0.046,0
662,-0.03,99.0492,2362.72,2.4817391304347827,1.695217391304348,0.044000000000000004,0
663,-0.13,100.0416,2384.2,2.2973684210526315,1.391578947368421,0.044000000000000004,0
664,-0.13,100.128,2411.8,2.3036363636363637,1.3972727272727272,0.044000000000000004,0
665,-0.03,100.337,2423.41,2.186818181818182,1.145,0.043,0
666,-0.03,100.0865,2470.3,2.318,1.1625,0.043,0
667,0.03,99.6323,2471.65,2.2091304347826086,1.0530434782608697,0.044000000000000004,0
668,-0.03,99.7482,2519.36,2.202,1.0470000000000002,0.043,0
669,-0.07,100.9893,2575.26,2.3600000000000003,1.2042857142857142,0.042,0
670,-0.1,101.2493,2647.58,2.3533333333333335,1.1976190476190476,0.042,0
671,-0.03,101.4871,2673.61,2.4025,1.1039999999999999,0.040999999999999995,0
672,0.0,101.4852,2823.81,2.583809523809524,1.1676190476190476,0.04,0
673,0.0,101.7319,2713.83,2.8589473684210525,1.4426315789473685,0.040999999999999995,0
674,0.0,102.1943,2640.87,2.8423809523809522,1.3447619047619046,0.04,0
675,-0.07,103.3551,2648.05,2.869047619047619,1.1766666666666667,0.04,0
676,-0.1,102.381,2705.27,2.977727272727273,1.2777272727272726,0.038,0
677,-0.03,103.2256,2718.37,2.9123809523809525,1.0914285714285714,0.04,0
678,0.0,103.3561,2816.29,2.889047619047619,0.9790476190476189,0.038,0
679,0.03,104.0585,2901.52,2.889130434782609,0.9743478260869566,0.038,0
680,-0.07,104.1038,2913.98,3.004210526315789,1.055263157894737,0.037000000000000005,0
681,-0.07,103.9297,2711.74,3.152272727272727,0.9640909090909091,0.038,0
682,-0.07,104.0126,2760.17,3.117,0.9179999999999999,0.038,0
683,0.07,104.0451,2506.85,2.8326315789473684,0.5621052631578948,0.039,0
684,0.13,103.3598,2704.1,2.713809523809524,0.3138095238095238,0.04,0
685,0.17,102.8251,2784.49,2.6763157894736844,0.27631578947368424,0.038,0
686,0.13,102.8361,2834.4,2.570952380952381,0.16714285714285712,0.038,0
687,0.0,102.2748,2945.83,2.532380952380952,0.11,0.037000000000000005,0
688,-0.07,102.4176,2752.06,2.395,0.002272727272727275,0.036000000000000004,0
689,-0.03,102.5425,2941.76,2.074,-0.3015,0.036000000000000004,0
690,0.03,102.0057,2980.38,2.059090909090909,-0.3436363636363637,0.037000000000000005,0
691,0.07,102.7814,2926.46,1.6263636363636365,-0.49863636363636366,0.036000000000000004,0
692,0.0,102.4601,2976.74,1.6995,-0.35300000000000004,0.035,0
693,-0.03,101.5878,3037.56,1.7068181818181818,-0.12318181818181818,0.036000000000000004,0
694,-0.07,102.1494,3140.98,1.8121052631578947,0.2594736842105263,0.036000000000000004,0
695,0.0,101.9421,3230.78,1.8628571428571428,0.3119047619047619,0.036000000000000004,0
696,0.0,101.3372,3225.52,1.7576190476190479,0.20571428571428574,0.036000000000000004,0
697,0.0,101.6718,2954.22,1.5042105263157897,-0.07947368421052632,0.035,0
698,0.3,97.606,2584.59,0.87,0.24454545454545454,0.044000000000000004,1
699,4.0,84.6812,2912.43,0.6576190476190477,0.6090476190476191,0.14800000000000002,1
700,7.27,86.0108,3044.31,0.674,0.624,0.132,0
701,9.5,91.6745,3100.29,0.7286363636363636,0.6518181818181819,0.11,0
702,8.0,95.0037,3271.12,0.6236363636363637,0.53,0.102,0
703,6.37,95.9294,3500.31,0.65,0.5552380952380952,0.084,0
704,5.3,95.8914,3363.0,0.6795238095238095,0.5895238095238095,0.078,0
705,4.2,96.5256,3269.96,0.7871428571428571,0.6971428571428572,0.068,0
706,3.63,96.9529,3621.63,0.8700000000000001,0.7831578947368422,0.067,0
707,3.23,98.2039,3756.07,0.9336363636363636,0.8436363636363636,0.067,0
708,3.03,98.8135,3714.24,1.0810526315789473,0.9957894736842107,0.064,0
709,2.87,95.5072,3811.15,1.2578947368421052,1.1821052631578948,0.062,0
710,2.33,98.1929,3972.89,1.6108695652173912,1.541304347826087,0.061,0
711,-0.07,98.3317,4181.17,1.635,1.5663636363636364,0.061,0
712,-0.13,99.1867,4204.11,1.621,1.5615,0.057999999999999996,0
713,-0.03,99.6483,4297.5,1.5190909090909093,1.4418181818181817,0.059000000000000004,0
714,-0.23,100.0668,4395.26,1.3185714285714287,1.22,0.054000000000000006,0
715,-0.2,100.0412,4522.68,1.2831818181818182,1.19,0.051,0
716,-0.37,98.9955,4307.54,1.3747619047619049,1.2957142857142858,0.047,0
717,-0.27,100.3542,4605.38,1.5825,1.503,0.045,0
718,-0.33,101.2684,4567.0,1.5595,1.48,0.040999999999999995,0
