,sahm,indpro,sp500,tr10,t10yff,unrate,pcepi,recession,date
254,1.57,0.00827365120921141,0.03255885228813889,-0.21821510297482938,1.6791304347826086,0.10300000000000001,0.0589999999999975,0,1983-03-01
255,1.27,0.0125807940102151,0.0723084984230436,-0.10652173913043406,1.616,0.102,0.21000000000000085,0,1983-04-01
256,0.97,0.006146407086860347,-0.012484098249138598,-0.02000000000000135,1.7190476190476192,0.10099999999999999,0.13100000000000023,0,1983-05-01
257,0.7,0.006061963294151588,0.03181797357987461,0.46863636363636374,1.8322727272727273,0.10099999999999999,0.17300000000000182,0,1983-06-01
258,0.3,0.014785129875649287,-0.030771658666753545,0.5283636363636361,2.0065,0.094,0.2629999999999981,0,1983-07-01
259,-0.07,0.01178588388090426,0.01125531823196256,0.46908695652173904,2.284782608695652,0.095,0.20000000000000284,0,1983-08-01
260,-0.23,0.014384567798422218,0.010106903596582019,-0.1922774327122152,2.209047619047619,0.092,0.16499999999999915,0,1983-09-01
261,-0.23,0.007730296361998916,-0.015290632234268693,-0.11280952380952236,2.117,0.08800000000000001,0.0799999999999983,0,1983-10-01
262,-0.37,0.004472390296988882,0.01727577440271522,0.1490000000000009,2.3278947368421057,0.085,0.06700000000000017,0,1983-11-01
263,-0.33,0.004935500515613066,-0.008873386927047356,0.1395238095238085,2.288095238095238,0.083,0.02599999999999625,0,1983-12-01
264,-0.27,0.01965854839275467,-0.009258761396368111,-0.1552380952380954,2.091904761904762,0.08,0.20600000000000307,0,1984-01-01
265,-0.2,0.004513575658874244,-0.03963448211696414,0.1678195488721812,2.221578947368421,0.078,0.3200000000000003,0,1984-02-01
266,-0.13,0.004762475816948948,0.013407739430974706,0.47698564593301285,2.415909090909091,0.078,0.15699999999999648,0,1984-03-01
267,-0.07,0.005972469934084816,0.005450629038168816,0.3144090909090913,2.2845,0.077,0.18299999999999983,0,1984-04-01
268,-0.1,0.005319945061099839,-0.06119101148812923,0.7751363636363635,2.930454545454545,0.07400000000000001,0.06099999999999994,0,1984-05-01
269,-0.23,0.0036359349727089975,0.017318445553704525,0.15422077922077904,2.48,0.07200000000000001,0.08600000000000563,0,1984-06-01
270,-0.1,0.0027802772809431358,-0.016588058083898842,-0.2004761904761896,2.0561904761904763,0.075,0.1729999999999947,0,1984-07-01
271,0.0,0.0011965214222949669,0.10105016415670413,-0.6462939958592155,1.0634782608695652,0.075,0.1490000000000009,0,1984-08-01
272,0.1,-0.002833963519764702,-0.003485789935003583,-0.19345537757436837,1.2573684210526317,0.073,0.0660000000000025,0,1984-09-01
273,0.07,-0.00040839979595755366,-6.020650834168813e-05,-0.3621770334928254,2.1586363636363637,0.07400000000000001,0.11500000000000199,0,1984-10-01
274,-0.03,0.0033358959041031888,-0.015227642804079362,-0.5878229665071757,2.1957894736842105,0.07200000000000001,0.06899999999999551,0,1984-11-01
275,-0.07,0.0004876948813529259,0.022127739181536214,-0.07313157894736655,3.1325,0.073,0.13800000000000523,0,1984-12-01
276,0.03,-0.0005243732851130863,0.07146927329237988,-0.11521428571428771,2.993809523809524,0.073,0.24499999999999744,0,1985-01-01
277,0.1,0.0029318579685620387,0.008591832460397528,0.12460317460317505,3.026111111111111,0.07200000000000001,0.2289999999999992,0,1985-02-01
278,0.13,0.0014654507146859312,-0.002874200519444346,0.34634920634920796,3.3038095238095235,0.07200000000000001,0.19400000000000261,0,1985-03-01
279,0.1,-0.0022044719842057763,-0.004604851544591819,-0.420476190476192,3.0947619047619046,0.073,0.07199999999999562,0,1985-04-01
280,0.1,0.0016985677792509342,0.05264088178523823,-0.5879437229437237,2.855909090909091,0.07200000000000001,0.1180000000000021,0,1985-05-01
281,0.1,-0.0005226102122957179,0.012060974730617525,-0.6908181818181802,2.643,0.07400000000000001,0.13600000000000279,0,1985-06-01
282,0.1,-0.005029901348819517,-0.00485932455526558,0.15081818181818107,2.4095454545454547,0.07400000000000001,0.12299999999999756,0,1985-07-01
283,0.0,0.003220585166235538,-0.01206706778006253,0.025000000000000355,2.416818181818182,0.071,0.16599999999999682,0,1985-08-01
284,-0.07,0.003702936236822659,-0.03534127341966706,0.0413397129186599,2.406315789473684,0.071,0.08500000000000085,0,1985-09-01
285,-0.07,-0.0035070281518750014,0.04163010376437992,-0.13633971291866054,2.2113636363636364,0.071,0.08400000000000318,0,1985-10-01
286,0.0,0.00346324331783987,0.0630326729238892,-0.4552392344497598,1.7357894736842103,0.07,0.14699999999999847,0,1985-11-01
287,-0.07,0.009857787538364252,0.04407534036264149,-0.5225313283208024,0.8247619047619048,0.07,0.1700000000000017,0,1985-12-01
288,-0.13,0.005225208869457607,0.0023637320134316047,-0.06523809523809554,1.2114285714285715,0.067,0.23400000000000176,0,1986-01-01
289,0.1,-0.006886772802917031,0.069049532456058,-0.4895989974937347,0.8310526315789474,0.07200000000000001,0.0,0,1986-02-01
290,0.2,-0.007093065452421125,0.05144752187339746,-0.9257105263157897,0.2425,0.07200000000000001,-0.11200000000000188,0,1986-03-01
291,0.33,0.0011328886773522618,-0.014249218791252374,-0.47940909090908956,0.2545454545454545,0.071,-0.1039999999999992,0,1986-04-01
292,0.33,0.0019077086101283293,0.04900850213320605,0.4104329004328999,0.8357142857142857,0.07200000000000001,0.09299999999999642,0,1986-05-01
