,sahm,indpro,sp500,tr10,t10yff,unrate,pcepi,payems,houst,recession
1962-02-01,-0.17,0.0162289161167868,0.0161386788070625,-0.0437373737373736,1.6505555555555556,0.055,0.0419999999999998,0.8279132791327913,0.3968253968253968,0
1962-03-01,-0.17,0.0053503099354297,-0.0058777317809493,-0.1089898989898991,1.078181818181818,0.0559999999999999,0.0210000000000007,0.8195440777937191,0.4786706349206349,0
1962-04-01,-0.1,0.0021297573107956,-0.0639731406166387,-0.0874545454545452,1.043,0.0559999999999999,0.0179999999999989,0.8291088793240874,0.5188492063492063,0
1962-05-01,-0.07,-0.0010662946877021,-0.0899139746177984,0.0306363636363635,1.4418181818181817,0.055,0.0100000000000015,0.8171130240714172,0.4985119047619047,0
1962-06-01,0.0,-0.0021320318947634,-0.0853814344384043,0.0354112554112555,1.2066666666666666,0.055,0.0099999999999997,0.8167144906743186,0.4593253968253968,0
1962-07-01,-0.07,0.0095683911490262,0.0616233171524183,0.1052380952380951,1.3238095238095238,0.054,-0.0090000000000003,0.8201418778893671,0.4821428571428571,0
1962-08-01,0.13,0.0010583989263009,0.0151685907909178,-0.0386335403726709,1.0299999999999998,0.057,0.0229999999999996,0.8197433444922685,0.5153769841269842,0
1962-09-01,0.23,0.0063230688308082,-0.0494077431947586,0.0032951945080088,1.0842105263157895,0.0559999999999999,0.0779999999999994,0.8216563047983421,0.4196428571428571,0
1962-10-01,0.3,0.0010506192393891,0.004433024371139,-0.0534928229665068,1.0154545454545454,0.054,-0.016,0.8185875976406823,0.5233134920634921,0
1962-11-01,0.3,0.0041875863407836,0.0967246071971353,-0.0096650717703345,0.9736842105263158,0.057,0.011000000000001,0.8166746373346087,0.5674603174603174,0
1962-12-01,0.07,0.0,0.0134016045337054,-0.0512894736842102,0.9489473684210528,0.055,-0.0060000000000002,0.8149609437270844,0.538690476190476,0
1963-01-01,0.23,0.0072853788390789,0.0479596933957949,-0.0308636363636365,0.9409090909090908,0.057,0.0389999999999997,0.8195440777937191,0.3799603174603174,0
1963-02-01,0.33,0.0113504589528613,-0.0292763647893671,0.0874747474747472,0.921111111111111,0.059,0.0169999999999994,0.8206599713055954,0.4851190476190476,0
1963-03-01,0.37,0.0061317681298906,0.0348499274590166,0.0074603174603171,0.951904761904762,0.057,-0.0129999999999981,0.8196636378128487,0.5238095238095237,0
1963-04-01,0.33,0.0091352415144456,0.0473799841557145,0.0423809523809524,1.1014285714285714,0.057,-0.0010000000000012,0.8264387055635263,0.6006944444444444,0
1963-05-01,0.27,0.0120457508728352,0.0142249909313472,-0.0409523809523806,0.93,0.059,0.0259999999999998,0.8175115574685159,0.5768849206349207,0
1963-06-01,0.3,0.0029916778106146,-0.020404503302464,0.0629999999999997,1.0055,0.0559999999999999,0.0350000000000001,0.8177905308464849,0.5505952380952381,0
1963-07-01,0.27,-0.0039908959777427,-0.0034657074400364,0.0274545454545456,1.0540909090909092,0.0559999999999999,0.032,0.8214570380997928,0.5634920634920635,0
1963-08-01,0.07,0.0019974388938882,0.0475977719034556,-0.0181818181818185,0.5186363636363637,0.054,0.0219999999999984,0.8206998246453053,0.5758928571428572,0
1963-09-01,0.03,0.0099204380197082,-0.0110958142550543,0.0752272727272727,0.6085,0.055,-0.0030000000000001,0.8227721983102184,0.6374007936507937,0
1963-10-01,0.0,0.0068876693645062,0.0317094716038003,0.0285869565217389,0.6113043478260869,0.055,0.0310000000000023,0.8242467718794835,0.6453373015873016,0
1963-11-01,0.13,0.0048898429649785,-0.0105950461363966,0.0156777493606146,0.6511764705882354,0.057,0.0229999999999996,0.8149609437270844,0.5674603174603174,0
1963-12-01,0.13,-0.0019545234534406,0.0241495715807627,0.0068067226890757,0.800952380952381,0.055,0.0240000000000009,0.8203012912482066,0.5024801587301586,0
1964-01-01,0.13,0.008758218109406,0.026570022836129,0.0382467532467529,0.6781818181818182,0.0559999999999999,0.0339999999999989,0.8210983580424039,0.5580357142857142,0
1964-02-01,-0.03,0.0067612975378228,0.0098166636944756,-0.0212626262626258,0.6733333333333333,0.054,0.0229999999999996,0.8266778256017855,0.665674603174603,0
1964-03-01,-0.03,0.0,0.0150532246741574,0.0739682539682533,0.8261904761904763,0.054,0.0100000000000015,0.8218157181571816,0.5153769841269842,0
1964-04-01,-0.07,0.0162304327120261,0.0060590945279494,0.0127489177489179,0.7768181818181819,0.053,0.0119999999999969,0.8170731707317073,0.4811507936507936,0
1964-05-01,-0.1,0.0056662749195797,0.0113872218381742,-0.0322727272727272,0.706,0.051,0.0020000000000024,0.8227323449705085,0.4905753968253968,0
1964-06-01,-0.03,0.0028193962225273,0.0162906231291507,-0.0299999999999993,0.67,0.052,0.0229999999999996,0.8212577714012435,0.5317460317460316,0
1964-07-01,-0.17,0.0065524691217251,0.0180753389609878,0.0159090909090906,0.7995454545454546,0.049,0.0210000000000007,0.823768531802965,0.5376984126984126,0
1964-08-01,0.0,0.0065063658586875,-0.0163630097754754,0.007900432900433,0.6938095238095238,0.05,0.0120000000000004,0.8243264785589033,0.5411706349206349,0
1964-09-01,-0.03,0.003702930437577,0.0283134388031343,0.0099999999999988,0.7752380952380953,0.051,0.0249999999999985,0.827395185716563,0.4846230158730158,0
1964-10-01,0.1,-0.0139468125766642,0.0080454764317541,-0.0157142857142851,0.8961904761904762,0.051,0.009999999999998,0.8116929698708751,0.5188492063492063,0
1964-11-01,0.07,0.0304288677893198,-0.0051984994198261,-0.0353174603174606,0.6377777777777778,0.048,0.0230000000000032,0.8330145066156543,0.4999999999999999,0
1964-12-01,-0.03,0.0117399640984626,0.0039014059062069,0.0267676767676769,0.3727272727272727,0.05,0.0239999999999973,0.8241670652000638,0.4990079365079364,0
1965-01-01,-0.13,0.010712092720052,0.0326185263941025,0.0099545454545459,0.3395,0.049,0.0180000000000006,0.8224932249322493,0.4379960317460317,0
1965-02-01,0.03,0.0061985983240251,-0.0014857994618625,0.0216111111111105,0.2522222222222222,0.051,0.0070000000000014,0.8247648652957118,0.4737103174603174,0
1965-03-01,-0.07,0.013151946893902,-0.0146324403446666,-0.0006763285024158,0.1708695652173913,0.047,0.0209999999999972,0.8241670652000638,0.4687499999999999,0
1965-04-01,0.03,0.0043458225369694,0.0336655287764954,-0.0066252587991719,0.1171428571428571,0.048,0.0260000000000033,0.8262792922046868,0.4761904761904761,0
1965-05-01,-0.1,0.0077745619300775,-0.0077733732265312,0.0076904761904765,0.127,0.046,0.036999999999999,0.8253228120516499,0.496031746031746,0
1965-06-01,0.0,0.0077177610058174,-0.0498538375635981,0.0016818181818187,0.1977272727272727,0.046,0.0479999999999982,0.8240076518412243,0.5009920634920635,0
1965-07-01,-0.13,0.0093501918347321,0.0133437653291271,-0.0084199134199138,0.13,0.044,0.0120000000000004,0.8270365056591742,0.5213293650793651,0
1965-08-01,-0.03,0.0042210720236734,0.0222721188598584,0.047510822510822,0.1340909090909091,0.044,0.0040000000000013,0.8265582655826559,0.4732142857142856,0
1965-09-01,-0.1,0.0025228667623628,0.0315048920676302,0.0382034632034633,0.3342857142857142,0.043,0.0079999999999991,0.826518412242946,0.4980158730158729,0
1965-10-01,-0.07,0.0100344860838079,0.0269782783510054,0.0590238095238095,0.296,0.042,0.004999999999999,0.8252032520325203,0.4831349206349206,0
1965-11-01,-0.1,0.0041509854865067,-0.0088029694150031,0.0994473684210524,0.3589473684210526,0.0409999999999999,0.0280000000000022,0.827116212338594,0.4871031746031746,0
1965-12-01,-0.1,0.0123505630036185,0.0089111652495689,0.1665071770334938,0.3463636363636364,0.04,0.0599999999999987,0.8290690259843775,0.5843253968253967,0
1966-01-01,-0.1,0.0097729923313264,0.0048567361129497,-0.0030735930735934,0.288095238095238,0.04,0.0199999999999995,0.8243264785589033,0.4424603174603174,0
1966-02-01,-0.17,0.0064606696189015,-0.0180341661060816,0.2197243107769422,0.2426315789473684,0.038,0.068999999999999,0.8267176789414953,0.4464285714285714,0
1966-03-01,-0.1,0.0135955733045043,-0.0220568653714942,0.0413729977116705,0.2295652173913043,0.038,0.0410000000000003,0.8318587597640682,0.4543650793650793,0
1966-04-01,-0.1,0.0015884360495791,0.0203013239945758,-0.1234782608695654,0.1115,0.038,0.0579999999999998,0.8258409054678783,0.433531746031746,0
1966-05-01,0.1,0.0094692255340204,-0.0556608471055538,0.0285714285714284,-0.0571428571428571,0.039,0.0210000000000007,0.8270365056591742,0.3903769841269841,0
1966-06-01,0.17,0.0047026531387637,-0.0162700376026691,0.0359740259740259,-0.3177272727272727,0.038,0.0420000000000015,0.8319783197831978,0.3551587301587302,0
1966-07-01,0.23,0.0054591051786472,-0.0135442251077572,0.2034545454545453,-0.158,0.038,0.0329999999999977,0.8236489717838354,0.3015873015873015,0
1966-08-01,0.2,0.000774967435213,-0.0809402395213721,0.2063478260869562,-0.2230434782608695,0.038,0.0650000000000012,0.8242866252191934,0.3179563492063491,0
1966-09-01,0.13,0.0092817036089752,-0.0070285334245848,-0.0419668737060039,-0.1285714285714286,0.037,0.0539999999999984,0.8214968914395027,0.2817460317460317,0
1966-10-01,0.13,0.00690375340604,0.0464487677277698,-0.1708809523809522,-0.4509999999999999,0.037,0.0450000000000017,0.8244858919177427,0.1810515873015872,0
1966-11-01,0.07,-0.00690375340604,0.0031123585659233,0.1437631578947371,-0.5947368421052632,0.036,0.0249999999999985,0.8226526382910888,0.2395833333333333,0
1966-12-01,0.0,0.0023055985315217,-0.001492723252671,-0.3124060150375936,-0.55,0.038,0.0360000000000013,0.8232504383867368,0.2539682539682539,0
1967-01-01,-0.03,0.0047062263952183,0.0752721321572323,-0.2638095238095248,-0.29,0.039,0.0010000000000012,0.8243663318986131,0.2921626984126984,0
1967-02-01,0.07,-0.011406010786695,0.0019608980272511,0.0476190476190483,-0.3594444444444444,0.038,0.0199999999999995,0.8169536107125778,0.3199404761904762,0
1967-03-01,0.03,-0.0056509140899838,0.0386532466983734,-0.0848484848484849,0.0418181818181818,0.038,0.0090000000000003,0.8201020245496573,0.2867063492063491,0
1967-04-01,0.03,0.0093861987440887,0.0413717325218815,0.0516818181818186,0.562,0.038,0.0289999999999999,0.8135262234975291,0.3040674603174603,0
1967-05-01,0.07,-0.0087615583980405,-0.0538663172012927,0.2542272727272721,0.920909090909091,0.038,0.0329999999999977,0.8222142515542803,0.4097222222222221,0
1967-06-01,0.2,-0.00012720991098,0.0173607743305841,0.1749999999999998,1.055909090909091,0.039,0.0549999999999997,0.8212577714012435,0.3819444444444445,0
1967-07-01,0.27,-0.0022780602639265,0.0443462272427849,0.1362727272727282,1.3775,0.038,0.059000000000001,0.8215765981189224,0.4394841269841269,0
1967-08-01,0.27,0.0189768928495794,-0.0117842013398256,0.1166521739130432,1.393913043478261,0.038,0.054000000000002,0.8262394388649769,0.460813492063492,0
1967-09-01,0.3,-0.0016249222773314,0.0322591671061616,0.0263478260869565,1.3075,0.038,0.0529999999999972,0.8169137573728679,0.4677579365079364,0
1967-10-01,0.43,0.0081124610268782,-0.0358967018755736,0.1789523809523805,1.61,0.04,0.0489999999999994,0.8185078909612625,0.5024801587301586,0
1967-11-01,0.47,0.0141991182434688,0.0074746744167057,0.2725476190476188,1.6145,0.039,0.0579999999999998,0.8351267336202773,0.5257936507936507,0
1967-12-01,0.27,0.0107128595555784,0.0259372969124583,-0.0544999999999999,1.2029999999999998,0.038,0.0280000000000022,0.8239279451618046,0.4117063492063491,0
1968-01-01,0.0,-0.0010779977857333,-0.0448382032216587,-0.1703636363636365,0.924090909090909,0.037,0.0820000000000007,0.8122509166268134,0.4474206349206349,0
1968-02-01,-0.03,0.0035769051266918,-0.0317207211998582,0.0350478468899524,0.8778947368421053,0.038,0.0719999999999991,0.8324565598597162,0.5168650793650793,0
1968-03-01,-0.03,0.0031176184271868,0.0093562723076327,0.1763157894736844,0.720952380952381,0.037,0.0579999999999998,0.8192651044157501,0.490079365079365,0
1968-04-01,0.0,0.0014457319207316,0.077412610346782,-0.1015000000000005,-0.1004999999999999,0.035,0.0560000000000009,0.8264785589032361,0.5337301587301586,0
1968-05-01,-0.07,0.0111557586807327,0.0124402542457959,0.2310454545454545,-0.2236363636363636,0.035,0.0659999999999989,0.8199027578511079,0.4613095238095238,0
1968-06-01,0.07,0.0036650408136929,0.0090790495528807,-0.1515454545454542,-0.365,0.037,0.0579999999999998,0.8261597321855572,0.4598214285714285,0
1968-07-01,0.13,-0.0015324433054277,-0.0186504493720279,-0.2225454545454539,-0.5409090909090909,0.037,0.0549999999999997,0.8248844253148414,0.5128968253968254,0
1968-08-01,0.13,0.0027852504979384,0.0113938160368045,-0.0750000000000001,-0.6104545454545455,0.035,0.0740000000000016,0.8242069185397737,0.5044642857142856,0
1968-09-01,0.07,0.0037812207023515,0.0378152534320601,0.0395454545454541,-0.2915,0.034,0.0629999999999988,0.8222142515542803,0.5347222222222221,0
1968-10-01,0.03,0.0019829791907466,0.0071817078860102,0.1226086956521745,-0.3217391304347826,0.034,0.0799999999999983,0.8255220787501992,0.5411706349206349,0
1968-11-01,-0.03,0.0128525396594015,0.0468496287380201,0.113502415458937,-0.0138888888888888,0.034,0.0620000000000011,0.8265582655826559,0.5714285714285714,0
1968-12-01,-0.1,0.0031532407507862,-0.0425074595187309,0.3357936507936507,0.1238095238095238,0.034,0.0380000000000002,0.8265981189223657,0.5307539682539681,0
1969-01-01,-0.1,0.0060306811513415,-0.0082177675205707,0.0099134199134187,-0.2672727272727273,0.034,0.0719999999999991,0.8236888251235454,0.6403769841269842,0
1969-02-01,-0.03,0.0063797068825999,-0.0485329406771998,0.1471291866028714,-0.3578947368421052,0.034,0.0470000000000006,0.8264387055635263,0.6086309523809523,0
1969-03-01,0.03,0.0078093909527641,0.0338641855779374,0.1070526315789477,-0.457,0.034,0.0869999999999997,0.8242866252191934,0.5372023809523809,0
1969-04-01,0.1,-0.0036858558050395,0.0212483627738469,-0.1226666666666673,-1.203809523809524,0.034,0.0820000000000007,0.8227323449705085,0.5188492063492063,0
1969-05-01,0.17,-0.0037853264020649,-0.0022206139948177,0.1500000000000003,-2.153809523809524,0.034,0.0749999999999992,0.8262792922046868,0.5481150793650793,0
1969-06-01,0.17,0.0097199852550662,-0.0571811566191171,0.2509523809523815,-2.04,0.035,0.091000000000001,0.8283516658695999,0.5208333333333333,0
1969-07-01,0.2,0.005266915724361,-0.0620648663308208,0.1452380952380956,-1.7214285714285713,0.035,0.0829999999999984,0.8197831978319783,0.4414682539682539,0
1969-08-01,0.2,0.0022959007670126,0.0392919124212154,-0.0280952380952381,-2.32047619047619,0.035,0.0519999999999996,0.8271959190180137,0.4365079365079364,0
1969-09-01,0.4,-0.0002250058178611,-0.0253419700635185,0.4680952380952368,-1.9,0.037,0.0790000000000006,0.8123306233062331,0.5104166666666667,0
1969-10-01,0.5,0.0002914751218497,0.0420583433280605,-0.0640692640692641,-1.7113636363636362,0.037,0.0650000000000012,0.8243264785589033,0.4479166666666667,0
1969-11-01,0.47,-0.0094702469151351,-0.0346758671733285,0.0486631016042791,-1.576470588235294,0.035,0.0829999999999984,0.8146819703491153,0.3725198412698412,0
1969-12-01,0.27,-0.0026875901272609,-0.0188309217487642,0.5099732620320845,-1.204090909090909,0.035,0.0880000000000009,0.8222541048939901,0.4211309523809524,0
1970-01-01,0.3,-0.0186911565231751,-0.0795540154584514,0.1406709956709964,-1.164285714285714,0.039,0.068999999999999,0.8134863701578192,0.3010912698412698,1
1970-02-01,0.53,-0.0006593470593309,0.0513521023501657,-0.5564285714285715,-1.7066666666666666,0.042,0.0770000000000017,0.8212179180615335,0.4102182539682539,1
1970-03-01,0.8,-0.0012988660509439,0.0014514600884606,-0.1654761904761903,-0.6238095238095238,0.044,0.0479999999999982,0.8218954248366013,0.4171626984126984,1
1970-04-01,1.07,-0.0025736703801332,-0.0948416964548009,0.3180519480519477,-0.6950000000000001,0.046,0.0990000000000002,0.8119719432488443,0.3898809523809524,1
1970-05-01,1.27,-0.0011660170976562,-0.0629042668107766,0.5152813852813853,0.0471428571428571,0.048,0.0620000000000011,0.8071496891439502,0.4027777777777777,1
1970-06-01,1.37,-0.0032401767418517,-0.0513276722344693,-0.0643722943722933,0.3013636363636364,0.049,0.0509999999999983,0.8122907699665232,0.4499007936507936,1
1970-07-01,1.43,0.0024523459016931,0.0707331970922176,-0.3845454545454556,0.3481818181818182,0.05,0.0720000000000027,0.8170333173919975,0.5153769841269842,1
1970-08-01,1.47,-0.001784861031609,0.0434987419530282,0.0698701298701296,0.9057142857142856,0.051,0.0519999999999996,0.8114538498326159,0.4568452380952381,1
1970-09-01,1.6,-0.0069171382925652,0.0335334760933403,-0.1376190476190464,1.1257142857142857,0.054,0.0889999999999986,0.8163558106169297,0.5238095238095237,1
1970-10-01,1.8,-0.0202070230925047,-0.0125337361472565,-0.0628571428571431,1.1395238095238096,0.055,0.0990000000000002,0.7992188745416866,0.5466269841269842,1
1970-11-01,2.03,-0.0060741660141951,0.0463562020543808,-0.4855555555555559,1.2505882352941178,0.059,0.0790000000000006,0.8116132631914554,0.5798611111111112,1
1970-12-01,2.27,0.0227038570785281,0.0552133532008983,-0.4497474747474754,1.5436363636363637,0.061,0.0889999999999986,0.83134066634784,0.7018849206349207,0
1971-01-01,2.37,0.0076645748526865,0.0396797254503511,-0.1528636363636355,1.943,0.059,0.0429999999999992,0.818986131037781,0.6696428571428572,0
1971-02-01,2.1,-0.001907972298131,0.0090329223437076,-0.1262777777777781,2.451111111111111,0.059,0.059000000000001,0.8137653435357883,0.6264880952380951,0
1971-03-01,1.77,-0.0010850306930877,0.0361350589855025,-0.4087439613526564,1.994782608695652,0.06,0.0670000000000001,0.8181890642435836,0.7103174603174602,0
1971-04-01,1.53,0.0055995666670606,0.0356446234086281,0.1303312629399586,1.6714285714285717,0.059,0.0800000000000018,0.8230910250278973,0.748015873015873,0
1971-05-01,1.43,0.0050632079511836,-0.0424466902472571,0.5586904761904758,1.7335,0.059,0.0849999999999973,0.8244858919177427,0.779265873015873,0
1971-06-01,1.17,0.0041844765722662,-0.0093783776173289,0.1297727272727273,1.6104545454545454,0.059,0.091000000000001,0.8163558106169297,0.7678571428571428,0
1971-07-01,0.97,-0.0029074773201257,-0.0321213532894238,0.2072510822510818,1.4295238095238094,0.06,0.0620000000000011,0.8185078909612625,0.7961309523809523,0
